Student_ID,Student_Name,Gender,Date_of_Birth,Class,Section,Admission_Date,Roll_Number,Guardian_Name,Guardian_Contact,Fee_Status,Scholarship,Performance_Category
1228,Student_1228,Female,2012-02-17,4,A,2022-11-23,Roll_1228,Guardian_1228,03367504272,Unpaid,No,Low
1229,Student_1229,Male,2014-05-30,4,B,2024-11-01,Roll_1229,Guardian_1229,03345473829,Paid,Yes,Average
1230,Student_1230,Female,2015-07-21,4,B,2024-08-21,Roll_1230,Guardian_1230,03253409995,Paid,Yes,High
1231,Student_1231,Female,2018-02-27,4,B,2024-01-20,Roll_1231,Guardian_1231,03316495383,Unpaid,Yes,High
1232,Student_1232,Male,2014-01-24,4,B,2023-08-15,Roll_1232,Guardian_1232,03139477056,Unpaid,No,High
1233,Student_1233,Male,2011-06-12,4,B,2022-07-18,Roll_1233,Guardian_1233,03311475447,Unpaid,No,Low
1234,Student_1234,Male,2016-10-03,4,B,2024-11-08,Roll_1234,Guardian_1234,03315493049,Paid,Yes,Low
1235,Student_1235,Female,2015-04-25,4,A,2024-11-29,Roll_1235,Guardian_1235,03345343866,Paid,Yes,High
1236,Student_1236,Female,2011-10-28,4,B,2024-03-15,Roll_1236,Guardian_1236,03430981179,Unpaid,No,Low
1237,Student_1237,Female,2015-04-30,4,B,2022-02-04,Roll_1237,Guardian_1237,03297760592,Unpaid,Yes,Average
1238,Student_1238,Male,2016-09-10,4,B,2024-08-29,Roll_1238,Guardian_1238,03242555565,Paid,Yes,Average
1239,Student_1239,Female,2011-08-29,4,B,2023-05-12,Roll_1239,Guardian_1239,03116949288,Paid,Yes,Average
1240,Student_1240,Female,2011-09-13,4,A,2024-04-25,Roll_1240,Guardian_1240,03470709507,Paid,No,Average
1241,Student_1241,Male,2017-11-30,4,B,2022-10-10,Roll_1241,Guardian_1241,03378465928,Paid,No,Low
1242,Student_1242,Female,2011-12-11,4,B,2024-07-30,Roll_1242,Guardian_1242,03386220412,Unpaid,No,Average
1243,Student_1243,Male,2012-10-06,4,B,2023-07-26,Roll_1243,Guardian_1243,03399620489,Unpaid,Yes,Average
1244,Student_1244,Female,2013-07-22,5,B,2024-09-09,Roll_1244,Guardian_1244,03287262279,Unpaid,No,Average
1245,Student_1245,Female,2014-06-05,5,A,2023-12-08,Roll_1245,Guardian_1245,03178638770,Unpaid,Yes,Average
1246,Student_1246,Male,2013-11-19,5,B,2024-06-24,Roll_1246,Guardian_1246,03452172315,Unpaid,No,Low
1247,Student_1247,Female,2016-04-21,5,A,2023-07-11,Roll_1247,Guardian_1247,03173697858,Paid,Yes,Average
1248,Student_1248,Male,2017-02-26,5,A,2023-04-22,Roll_1248,Guardian_1248,03128180948,Paid,No,High
1249,Student_1249,Male,2017-08-22,5,B,2022-10-09,Roll_1249,Guardian_1249,03102781764,Paid,No,Average
1250,Student_1250,Male,2018-06-24,5,B,2023-08-12,Roll_1250,Guardian_1250,03272425598,Unpaid,Yes,Average
1251,Student_1251,Male,2016-01-01,5,A,2022-03-18,Roll_1251,Guardian_1251,03193987187,Unpaid,Yes,Average
1252,Student_1252,Female,2018-11-02,5,A,2024-10-11,Roll_1252,Guardian_1252,03200025292,Unpaid,Yes,Low
1253,Student_1253,Male,2013-10-04,5,A,2023-08-06,Roll_1253,Guardian_1253,03343926800,Unpaid,Yes,Average
1254,Student_1254,Male,2013-09-16,5,B,2022-11-29,Roll_1254,Guardian_1254,03492516648,Unpaid,No,Average
1255,Student_1255,Female,2018-11-13,5,A,2023-08-28,Roll_1255,Guardian_1255,03404825222,Paid,Yes,High
1256,Student_1256,Female,2010-12-22,5,B,2024-03-31,Roll_1256,Guardian_1256,03459304002,Paid,Yes,Low
1257,Student_1257,Male,2010-01-28,5,A,2023-06-19,Roll_1257,Guardian_1257,03305929934,Paid,No,Average
1258,Student_1258,Female,2016-07-13,5,B,2022-01-24,Roll_1258,Guardian_1258,03240420279,Unpaid,Yes,Low
1259,Student_1259,Female,2013-06-10,5,A,2022-11-24,Roll_1259,Guardian_1259,03317656384,Unpaid,Yes,Average
1260,Student_1260,Male,2012-06-16,5,B,2022-10-01,Roll_1260,Guardian_1260,03356721952,Paid,No,Average
1261,Student_1261,Female,2018-06-30,5,B,2023-03-24,Roll_1261,Guardian_1261,03232856990,Paid,No,Average
1262,Student_1262,Male,2010-09-10,5,B,2024-11-01,Roll_1262,Guardian_1262,03208532094,Paid,Yes,High
1263,Student_1263,Female,2011-04-22,5,B,2023-02-25,Roll_1263,Guardian_1263,03484892401,Unpaid,Yes,Low
1264,Student_1264,Female,2011-06-25,5,B,2024-11-17,Roll_1264,Guardian_1264,03323029369,Unpaid,Yes,Low
1265,Student_1265,Female,2018-02-10,5,B,2022-02-14,Roll_1265,Guardian_1265,03312573345,Unpaid,Yes,Average
1266,Student_1266,Male,2014-10-02,5,A,2023-12-07,Roll_1266,Guardian_1266,03476016270,Paid,Yes,Average
1267,Student_1267,Female,2010-05-10,5,A,2023-08-11,Roll_1267,Guardian_1267,03319508765,Paid,Yes,Low
1268,Student_1268,Female,2015-01-12,5,B,2024-02-13,Roll_1268,Guardian_1268,03301673162,Paid,Yes,Average
1269,Student_1269,Female,2015-12-07,5,B,2022-09-18,Roll_1269,Guardian_1269,03490765860,Paid,Yes,High
1270,Student_1270,Female,2017-07-21,5,A,2024-05-18,Roll_1270,Guardian_1270,03385579683,Unpaid,Yes,Low
1271,Student_1271,Male,2013-02-03,5,A,2023-01-22,Roll_1271,Guardian_1271,03489244267,Paid,Yes,Average
1272,Student_1272,Male,2012-09-12,5,B,2023-02-27,Roll_1272,Guardian_1272,03136126530,Paid,Yes,Average
1273,Student_1273,Male,2012-09-29,5,B,2022-04-01,Roll_1273,Guardian_1273,03315964564,Unpaid,Yes,Average
1274,Student_1274,Male,2011-07-28,5,A,2024-10-28,Roll_1274,Guardian_1274,03255297134,Paid,No,Low
1275,Student_1275,Male,2017-05-28,5,B,2024-12-03,Roll_1275,Guardian_1275,03218671419,Unpaid,No,Average
1276,Student_1276,Male,2017-01-08,5,B,2024-05-24,Roll_1276,Guardian_1276,03398420054,Unpaid,Yes,High
1277,Student_1277,Female,2018-10-24,5,B,2024-12-10,Roll_1277,Guardian_1277,03271119259,Unpaid,No,Low
1278,Student_1278,Male,2018-06-18,5,A,2024-08-27,Roll_1278,Guardian_1278,03229368809,Paid,No,Average
1279,Student_1279,Male,2016-04-22,5,A,2024-04-25,Roll_1279,Guardian_1279,03323610957,Paid,No,Low
1280,Student_1280,Female,2017-04-02,5,A,2022-06-11,Roll_1280,Guardian_1280,03341477460,Unpaid,Yes,Average
1281,Student_1281,Female,2017-07-22,5,A,2022-03-22,Roll_1281,Guardian_1281,03139075791,Paid,Yes,High
1282,Student_1282,Female,2013-05-26,5,B,2022-02-01,Roll_1282,Guardian_1282,03213713431,Paid,Yes,Average
1283,Student_1283,Male,2014-06-13,5,B,2023-05-06,Roll_1283,Guardian_1283,03396395315,Unpaid,No,Low
1284,Student_1284,Female,2013-06-17,5,B,2023-06-20,Roll_1284,Guardian_1284,03293082733,Unpaid,No,Average
1285,Student_1285,Female,2018-07-17,5,A,2023-10-18,Roll_1285,Guardian_1285,03209053240,Unpaid,No,Low
1286,Student_1286,Male,2018-04-25,5,B,2022-10-26,Roll_1286,Guardian_1286,03108707993,Unpaid,No,High
1287,Student_1287,Female,2012-07-31,5,B,2024-02-17,Roll_1287,Guardian_1287,03405903415,Paid,No,Average
1288,Student_1288,Female,2018-02-11,5,B,2024-10-01,Roll_1288,Guardian_1288,03347405685,Paid,No,Average
1289,Student_1289,Female,2012-01-24,5,A,2022-05-01,Roll_1289,Guardian_1289,03381290517,Paid,Yes,High
1290,Student_1290,Female,2011-07-18,5,A,2023-04-19,Roll_1290,Guardian_1290,03136490009,Paid,Yes,Low
1291,Student_1291,Female,2010-09-05,5,A,2024-09-16,Roll_1291,Guardian_1291,03453950584,Unpaid,Yes,Average
1292,Student_1292,Female,2010-02-18,5,A,2022-02-04,Roll_1292,Guardian_1292,03384228932,Unpaid,No,Average
1293,Student_1293,Female,2012-01-05,5,A,2022-08-08,Roll_1293,Guardian_1293,03151708125,Paid,Yes,Average
1294,Student_1294,Female,2013-12-22,5,A,2023-07-02,Roll_1294,Guardian_1294,03313082144,Paid,No,Average
1295,Student_1295,Male,2017-10-26,5,B,2023-04-08,Roll_1295,Guardian_1295,03261047658,Paid,Yes,Average
1296,Student_1296,Female,2016-03-13,5,A,2024-09-01,Roll_1296,Guardian_1296,03130126477,Paid,Yes,Average
1297,Student_1297,Female,2017-03-26,5,A,2023-11-10,Roll_1297,Guardian_1297,03403791962,Paid,Yes,Average
1298,Student_1298,Female,2013-01-15,5,A,2022-04-06,Roll_1298,Guardian_1298,03139915310,Unpaid,Yes,Average
1299,Student_1299,Female,2010-03-06,5,A,2023-03-01,Roll_1299,Guardian_1299,03415162611,Paid,No,Low
1300,Student_1300,Male,2016-05-10,5,A,2024-03-07,Roll_1300,Guardian_1300,03463480379,Unpaid,No,Average
1301,Student_1301,Male,2015-08-14,5,A,2023-12-10,Roll_1301,Guardian_1301,03128828053,Paid,No,Low
1302,Student_1302,Female,2016-10-14,5,A,2024-03-23,Roll_1302,Guardian_1302,03275222129,Paid,No,Low
1303,Student_1303,Female,2014-11-04,6,B,2023-01-16,Roll_1303,Guardian_1303,03464908399,Unpaid,Yes,Average
1304,Student_1304,Male,2010-12-03,6,B,2023-07-03,Roll_1304,Guardian_1304,03182796748,Unpaid,Yes,Low
1305,Student_1305,Male,2011-01-10,6,B,2022-01-11,Roll_1305,Guardian_1305,03265499831,Unpaid,No,Average
1306,Student_1306,Male,2012-02-07,6,B,2024-06-01,Roll_1306,Guardian_1306,03340971114,Unpaid,Yes,High
1307,Student_1307,Male,2016-09-11,6,A,2023-10-27,Roll_1307,Guardian_1307,03306823035,Paid,No,High
1308,Student_1308,Male,2018-02-16,6,B,2023-05-13,Roll_1308,Guardian_1308,03407068916,Paid,No,Average
1309,Student_1309,Female,2013-01-04,6,A,2024-10-06,Roll_1309,Guardian_1309,03178348163,Paid,Yes,High
1310,Student_1310,Female,2015-06-07,6,B,2022-06-07,Roll_1310,Guardian_1310,03293877463,Unpaid,Yes,Average
1311,Student_1311,Male,2015-02-19,6,B,2022-08-08,Roll_1311,Guardian_1311,03172740387,Unpaid,Yes,Average
1312,Student_1312,Female,2013-09-11,6,B,2024-06-20,Roll_1312,Guardian_1312,03279710140,Unpaid,Yes,Average
1313,Student_1313,Male,2015-05-17,6,B,2023-10-06,Roll_1313,Guardian_1313,03195368282,Unpaid,No,Average
1314,Student_1314,Female,2016-06-16,6,B,2023-05-12,Roll_1314,Guardian_1314,03274958842,Unpaid,No,Average
1315,Student_1315,Male,2016-08-22,6,B,2023-01-04,Roll_1315,Guardian_1315,03465991683,Paid,No,Average
1316,Student_1316,Female,2017-10-08,6,A,2022-05-22,Roll_1316,Guardian_1316,03319656218,Unpaid,Yes,Average
1317,Student_1317,Male,2018-01-08,6,B,2024-05-16,Roll_1317,Guardian_1317,03302395405,Paid,No,Average
1318,Student_1318,Female,2016-02-05,6,B,2022-03-17,Roll_1318,Guardian_1318,03293020925,Paid,Yes,Average
1319,Student_1319,Female,2011-11-13,6,A,2022-04-01,Roll_1319,Guardian_1319,03402376588,Unpaid,No,Average
1320,Student_1320,Male,2012-11-25,6,B,2023-03-31,Roll_1320,Guardian_1320,03374167216,Paid,No,High
1321,Student_1321,Male,2013-11-13,6,B,2022-02-20,Roll_1321,Guardian_1321,03359185754,Paid,No,Average
1322,Student_1322,Male,2011-04-21,6,B,2022-10-18,Roll_1322,Guardian_1322,03287007520,Unpaid,No,Low
1323,Student_1323,Female,2013-11-27,6,B,2024-09-02,Roll_1323,Guardian_1323,03152410967,Unpaid,No,Low
1324,Student_1324,Male,2017-12-21,6,B,2022-08-24,Roll_1324,Guardian_1324,03112125289,Unpaid,Yes,High
1325,Student_1325,Male,2015-10-15,6,A,2022-12-24,Roll_1325,Guardian_1325,03396304583,Paid,No,Low
1326,Student_1326,Male,2018-12-12,6,B,2024-04-09,Roll_1326,Guardian_1326,03438099996,Paid,Yes,Low
1327,Student_1327,Male,2015-01-16,6,B,2024-05-29,Roll_1327,Guardian_1327,03308754622,Paid,Yes,Average
1328,Student_1328,Male,2016-06-22,6,A,2022-07-28,Roll_1328,Guardian_1328,03388240093,Paid,No,Average
1329,Student_1329,Male,2012-12-10,6,B,2024-09-29,Roll_1329,Guardian_1329,03383314840,Unpaid,No,Average
1330,Student_1330,Female,2013-12-12,6,B,2024-07-26,Roll_1330,Guardian_1330,03431444064,Paid,No,Average
1331,Student_1331,Female,2011-04-28,6,A,2023-05-04,Roll_1331,Guardian_1331,03263949642,Paid,Yes,Average
1332,Student_1332,Female,2014-09-10,6,B,2022-10-10,Roll_1332,Guardian_1332,03408596644,Unpaid,No,Average
1333,Student_1333,Male,2016-03-22,6,A,2022-12-08,Roll_1333,Guardian_1333,03362874563,Unpaid,Yes,Average
1334,Student_1334,Female,2016-12-12,6,A,2022-04-20,Roll_1334,Guardian_1334,03292757686,Paid,No,Average
1335,Student_1335,Female,2016-04-19,6,A,2024-11-01,Roll_1335,Guardian_1335,03450614159,Unpaid,No,Average
1336,Student_1336,Female,2015-06-25,6,B,2022-12-09,Roll_1336,Guardian_1336,03144383454,Paid,Yes,Average
1337,Student_1337,Male,2016-01-12,6,B,2023-08-15,Roll_1337,Guardian_1337,03190306504,Unpaid,No,High
1338,Student_1338,Female,2018-09-10,6,A,2024-01-22,Roll_1338,Guardian_1338,03391007320,Paid,No,Average
1339,Student_1339,Male,2018-04-03,6,A,2023-05-22,Roll_1339,Guardian_1339,03259831265,Paid,No,Low
1340,Student_1340,Male,2014-12-04,6,B,2022-08-29,Roll_1340,Guardian_1340,03227209446,Paid,No,Average
1341,Student_1341,Male,2018-10-20,6,B,2023-02-28,Roll_1341,Guardian_1341,03211101526,Paid,No,Average
1342,Student_1342,Male,2013-08-18,6,B,2023-08-23,Roll_1342,Guardian_1342,03255334600,Unpaid,Yes,Average
1343,Student_1343,Female,2010-08-31,6,A,2023-07-22,Roll_1343,Guardian_1343,03452131633,Paid,Yes,Low
1344,Student_1344,Female,2012-10-10,6,A,2024-03-15,Roll_1344,Guardian_1344,03362776155,Paid,No,High
1345,Student_1345,Male,2017-02-08,6,B,2022-07-10,Roll_1345,Guardian_1345,03316278862,Unpaid,No,Average
1346,Student_1346,Female,2016-07-11,6,B,2022-01-06,Roll_1346,Guardian_1346,03493378216,Paid,No,Low
1347,Student_1347,Female,2012-06-11,6,B,2024-05-29,Roll_1347,Guardian_1347,03213736889,Unpaid,No,Low
1348,Student_1348,Female,2016-02-20,6,B,2022-09-25,Roll_1348,Guardian_1348,03403945228,Unpaid,No,Low
1349,Student_1349,Female,2010-03-08,6,A,2022-09-12,Roll_1349,Guardian_1349,03184816755,Unpaid,No,High
1350,Student_1350,Female,2012-04-08,6,A,2022-09-28,Roll_1350,Guardian_1350,03448964589,Unpaid,Yes,Low
1351,Student_1351,Female,2012-10-22,6,B,2022-06-18,Roll_1351,Guardian_1351,03299632103,Paid,Yes,High
1352,Student_1352,Male,2014-10-25,6,B,2022-07-06,Roll_1352,Guardian_1352,03477795011,Paid,Yes,Average
1353,Student_1353,Male,2016-08-28,6,A,2023-04-09,Roll_1353,Guardian_1353,03378874510,Unpaid,Yes,Average
1354,Student_1354,Male,2014-09-26,6,A,2022-09-28,Roll_1354,Guardian_1354,03356463365,Paid,Yes,Average
1355,Student_1355,Male,2011-02-27,6,B,2023-10-04,Roll_1355,Guardian_1355,03297333176,Unpaid,Yes,High
1356,Student_1356,Male,2017-03-12,6,B,2022-10-20,Roll_1356,Guardian_1356,03136728201,Paid,Yes,Low
1357,Student_1357,Male,2017-01-16,6,B,2022-11-07,Roll_1357,Guardian_1357,03321035066,Unpaid,Yes,Average
1358,Student_1358,Male,2018-06-10,6,A,2022-09-10,Roll_1358,Guardian_1358,03416525084,Unpaid,No,Low
1359,Student_1359,Male,2012-10-11,6,B,2023-07-22,Roll_1359,Guardian_1359,03446078035,Paid,Yes,Average
1360,Student_1360,Male,2017-05-20,6,B,2023-09-10,Roll_1360,Guardian_1360,03210297830,Paid,No,Low
1361,Student_1361,Male,2015-07-21,6,B,2024-03-01,Roll_1361,Guardian_1361,03160528792,Paid,No,Average
1362,Student_1362,Male,2014-01-19,6,A,2023-10-11,Roll_1362,Guardian_1362,03170857771,Unpaid,No,Average
1363,Student_1363,Male,2018-07-22,6,B,2024-08-22,Roll_1363,Guardian_1363,03139187196,Paid,Yes,Average
1364,Student_1364,Male,2010-09-05,6,A,2024-03-26,Roll_1364,Guardian_1364,03371984496,Unpaid,No,Average
1365,Student_1365,Male,2017-03-08,6,B,2022-11-09,Roll_1365,Guardian_1365,03248964359,Paid,No,Average
1366,Student_1366,Male,2011-09-29,6,A,2023-11-01,Roll_1366,Guardian_1366,03309772377,Paid,No,Average
1367,Student_1367,Male,2014-11-15,7,A,2022-08-26,Roll_1367,Guardian_1367,03343402155,Paid,No,High
1368,Student_1368,Male,2017-11-13,7,A,2022-01-24,Roll_1368,Guardian_1368,03187956975,Unpaid,No,High
1369,Student_1369,Male,2018-05-30,7,B,2023-07-05,Roll_1369,Guardian_1369,03493491931,Paid,Yes,Average
1370,Student_1370,Female,2015-11-16,7,B,2022-05-11,Roll_1370,Guardian_1370,03241170016,Paid,No,Low
1371,Student_1371,Male,2015-08-09,7,B,2022-12-08,Roll_1371,Guardian_1371,03297400874,Paid,No,Average
1372,Student_1372,Male,2012-07-24,7,A,2024-11-08,Roll_1372,Guardian_1372,03101378958,Paid,Yes,Low
1373,Student_1373,Female,2014-04-18,7,A,2022-11-04,Roll_1373,Guardian_1373,03196078917,Paid,No,High
1374,Student_1374,Female,2018-01-29,7,A,2023-10-18,Roll_1374,Guardian_1374,03245630507,Paid,No,Average
1375,Student_1375,Male,2012-01-05,7,A,2023-04-03,Roll_1375,Guardian_1375,03376904125,Paid,No,Average
1376,Student_1376,Female,2018-09-04,7,A,2023-09-29,Roll_1376,Guardian_1376,03275718347,Paid,No,Low
1377,Student_1377,Female,2016-04-28,7,A,2023-09-15,Roll_1377,Guardian_1377,03497056832,Paid,No,Average
1378,Student_1378,Female,2018-08-31,7,B,2023-02-05,Roll_1378,Guardian_1378,03493238258,Paid,Yes,Average
1379,Student_1379,Male,2012-08-12,7,A,2023-12-11,Roll_1379,Guardian_1379,03441418674,Paid,No,Low
1380,Student_1380,Female,2018-04-12,7,A,2023-09-22,Roll_1380,Guardian_1380,03155807205,Paid,Yes,Low
1381,Student_1381,Male,2011-08-07,7,B,2023-07-28,Roll_1381,Guardian_1381,03149943298,Paid,Yes,Average
1382,Student_1382,Female,2015-02-21,7,B,2022-06-23,Roll_1382,Guardian_1382,03411798858,Paid,Yes,Average
1383,Student_1383,Male,2014-11-17,7,B,2022-09-25,Roll_1383,Guardian_1383,03227115857,Unpaid,No,High
1384,Student_1384,Female,2017-11-10,7,B,2023-10-31,Roll_1384,Guardian_1384,03270755937,Unpaid,No,Low
1385,Student_1385,Male,2011-07-12,7,A,2022-08-12,Roll_1385,Guardian_1385,03183435405,Paid,Yes,High
1386,Student_1386,Female,2011-05-10,7,B,2024-01-04,Roll_1386,Guardian_1386,03211473849,Unpaid,No,Average
1387,Student_1387,Male,2011-01-06,7,B,2022-11-19,Roll_1387,Guardian_1387,03468322890,Unpaid,Yes,Average
1388,Student_1388,Female,2011-08-31,7,A,2022-07-06,Roll_1388,Guardian_1388,03481799723,Paid,No,Low
1389,Student_1389,Female,2012-12-01,7,B,2022-12-23,Roll_1389,Guardian_1389,03116687068,Unpaid,No,Average
1390,Student_1390,Male,2018-11-26,7,A,2022-10-14,Roll_1390,Guardian_1390,03165204722,Paid,Yes,High
1391,Student_1391,Female,2014-03-05,7,A,2022-06-22,Roll_1391,Guardian_1391,03412632708,Unpaid,Yes,High
1392,Student_1392,Male,2017-03-30,7,A,2024-06-27,Roll_1392,Guardian_1392,03169144436,Paid,No,Low
1393,Student_1393,Female,2010-07-27,7,A,2022-12-11,Roll_1393,Guardian_1393,03408101732,Unpaid,No,High
1394,Student_1394,Female,2011-12-09,7,B,2023-12-26,Roll_1394,Guardian_1394,03215274829,Paid,No,High
1395,Student_1395,Male,2010-05-22,7,B,2023-05-19,Roll_1395,Guardian_1395,03447504944,Unpaid,No,Average
1396,Student_1396,Female,2010-09-07,7,B,2022-06-29,Roll_1396,Guardian_1396,03250203589,Unpaid,Yes,Low
1397,Student_1397,Male,2017-01-27,7,B,2022-02-09,Roll_1397,Guardian_1397,03305352092,Unpaid,No,Average
1398,Student_1398,Female,2014-05-10,7,B,2023-07-08,Roll_1398,Guardian_1398,03196537912,Paid,No,Average
1399,Student_1399,Female,2010-08-28,7,A,2024-08-24,Roll_1399,Guardian_1399,03384236797,Unpaid,Yes,High
1400,Student_1400,Male,2012-12-27,7,A,2024-12-28,Roll_1400,Guardian_1400,03495706150,Paid,Yes,High
1401,Student_1401,Male,2011-12-23,7,B,2023-04-30,Roll_1401,Guardian_1401,03418106491,Unpaid,No,Average
1402,Student_1402,Female,2016-05-14,7,A,2022-10-19,Roll_1402,Guardian_1402,03402316782,Paid,No,Average
1403,Student_1403,Male,2011-01-05,7,B,2022-04-26,Roll_1403,Guardian_1403,03224888712,Paid,Yes,Average
1404,Student_1404,Male,2011-06-19,7,B,2023-11-29,Roll_1404,Guardian_1404,03484902960,Paid,No,High
1405,Student_1405,Male,2018-09-07,7,A,2022-08-16,Roll_1405,Guardian_1405,03382552408,Unpaid,Yes,High
1406,Student_1406,Female,2016-07-28,7,B,2022-07-26,Roll_1406,Guardian_1406,03280689849,Unpaid,No,Average
1407,Student_1407,Female,2018-11-18,7,A,2024-09-24,Roll_1407,Guardian_1407,03448526003,Unpaid,Yes,Low
1408,Student_1408,Male,2014-03-30,7,B,2023-09-21,Roll_1408,Guardian_1408,03494060550,Unpaid,Yes,Average
1409,Student_1409,Female,2018-08-24,7,A,2022-03-08,Roll_1409,Guardian_1409,03197754399,Unpaid,Yes,Average
1410,Student_1410,Male,2013-09-18,7,A,2022-06-09,Roll_1410,Guardian_1410,03227773091,Unpaid,No,Low
1411,Student_1411,Male,2017-12-13,7,A,2023-11-19,Roll_1411,Guardian_1411,03339782620,Paid,No,Average
1412,Student_1412,Male,2013-12-06,7,A,2023-06-10,Roll_1412,Guardian_1412,03158000632,Paid,Yes,Average
1413,Student_1413,Female,2011-11-13,7,B,2024-04-27,Roll_1413,Guardian_1413,03364721376,Unpaid,No,Average
1414,Student_1414,Female,2018-11-05,7,B,2023-04-07,Roll_1414,Guardian_1414,03187325549,Unpaid,Yes,High
1415,Student_1415,Female,2012-12-05,7,A,2022-08-03,Roll_1415,Guardian_1415,03139836037,Unpaid,Yes,Average
1416,Student_1416,Male,2016-02-19,7,B,2022-07-10,Roll_1416,Guardian_1416,03281435836,Unpaid,Yes,Average
1417,Student_1417,Male,2016-10-23,7,B,2024-06-08,Roll_1417,Guardian_1417,03184344451,Paid,Yes,Low
1418,Student_1418,Male,2014-08-04,7,B,2023-06-28,Roll_1418,Guardian_1418,03454655794,Unpaid,No,Average
1419,Student_1419,Female,2016-05-30,7,A,2024-10-02,Roll_1419,Guardian_1419,03182457968,Paid,No,High
1420,Student_1420,Female,2017-06-04,7,A,2024-09-10,Roll_1420,Guardian_1420,03207199595,Paid,Yes,Average
1421,Student_1421,Female,2010-12-02,7,A,2024-08-27,Roll_1421,Guardian_1421,03162013383,Unpaid,No,Average
1422,Student_1422,Female,2011-01-09,7,B,2024-03-04,Roll_1422,Guardian_1422,03199257350,Unpaid,No,Average
1423,Student_1423,Male,2012-12-14,7,B,2024-06-19,Roll_1423,Guardian_1423,03349676091,Unpaid,Yes,Average
1424,Student_1424,Male,2018-06-09,7,B,2022-07-18,Roll_1424,Guardian_1424,03146013763,Unpaid,No,Average
1425,Student_1425,Female,2015-11-11,7,A,2024-05-07,Roll_1425,Guardian_1425,03387502109,Unpaid,Yes,Average
1426,Student_1426,Female,2018-01-04,7,B,2022-03-13,Roll_1426,Guardian_1426,03369563672,Paid,Yes,Average
1427,Student_1427,Male,2012-05-17,7,B,2023-01-30,Roll_1427,Guardian_1427,03167745595,Paid,No,Average
1428,Student_1428,Female,2012-04-07,7,A,2022-10-30,Roll_1428,Guardian_1428,03419463779,Unpaid,No,Low
1429,Student_1429,Female,2016-03-11,7,A,2023-10-30,Roll_1429,Guardian_1429,03248284187,Unpaid,Yes,High
1430,Student_1430,Male,2011-08-31,8,B,2022-07-25,Roll_1430,Guardian_1430,03156712261,Paid,No,High
1431,Student_1431,Female,2014-04-18,8,B,2024-09-21,Roll_1431,Guardian_1431,03407102636,Unpaid,Yes,Low
1432,Student_1432,Male,2016-12-07,8,A,2024-04-02,Roll_1432,Guardian_1432,03120821214,Unpaid,No,Average
1433,Student_1433,Female,2013-01-05,8,A,2024-02-02,Roll_1433,Guardian_1433,03110862451,Unpaid,No,High
1434,Student_1434,Female,2017-10-22,8,B,2022-07-21,Roll_1434,Guardian_1434,03222383704,Paid,No,Average
1435,Student_1435,Female,2013-01-08,8,B,2024-05-03,Roll_1435,Guardian_1435,03424795696,Paid,Yes,Low
1436,Student_1436,Female,2018-04-23,8,B,2024-09-19,Roll_1436,Guardian_1436,03377294584,Unpaid,Yes,Average
1437,Student_1437,Female,2011-07-10,8,A,2024-12-09,Roll_1437,Guardian_1437,03405303619,Paid,Yes,High
1438,Student_1438,Male,2010-08-25,8,A,2023-05-26,Roll_1438,Guardian_1438,03117754880,Unpaid,Yes,Low
1439,Student_1439,Female,2014-02-17,8,B,2024-08-08,Roll_1439,Guardian_1439,03371187658,Unpaid,Yes,Average
1440,Student_1440,Female,2016-08-30,8,A,2024-07-02,Roll_1440,Guardian_1440,03195339519,Unpaid,No,Average
1441,Student_1441,Female,2018-05-26,8,B,2022-07-05,Roll_1441,Guardian_1441,03253045459,Paid,No,Average
1442,Student_1442,Male,2012-06-25,8,A,2023-04-07,Roll_1442,Guardian_1442,03463834864,Paid,No,Average
1443,Student_1443,Male,2015-04-26,8,B,2022-09-28,Roll_1443,Guardian_1443,03447554958,Paid,Yes,Average
1444,Student_1444,Female,2017-12-29,8,A,2023-07-18,Roll_1444,Guardian_1444,03327529541,Unpaid,No,Average
1445,Student_1445,Female,2013-05-22,8,B,2024-12-02,Roll_1445,Guardian_1445,03434795972,Unpaid,Yes,Average
1446,Student_1446,Female,2016-04-18,8,A,2023-08-02,Roll_1446,Guardian_1446,03260243042,Paid,No,Average
1447,Student_1447,Female,2017-03-08,8,A,2023-10-28,Roll_1447,Guardian_1447,03248651464,Unpaid,No,Average
1448,Student_1448,Male,2010-08-21,8,A,2024-04-07,Roll_1448,Guardian_1448,03454619519,Unpaid,Yes,High
1449,Student_1449,Female,2012-11-28,8,A,2024-05-07,Roll_1449,Guardian_1449,03317217377,Unpaid,Yes,Average
1450,Student_1450,Male,2017-09-12,8,A,2024-12-30,Roll_1450,Guardian_1450,03442691998,Unpaid,No,Average
1451,Student_1451,Male,2013-04-18,8,B,2022-07-19,Roll_1451,Guardian_1451,03352748559,Paid,No,Low
1452,Student_1452,Female,2017-05-04,8,A,2022-07-02,Roll_1452,Guardian_1452,03219321444,Unpaid,Yes,Low
1453,Student_1453,Female,2014-03-03,8,B,2023-06-18,Roll_1453,Guardian_1453,03414375874,Unpaid,No,Average
1454,Student_1454,Male,2015-04-19,8,A,2023-02-03,Roll_1454,Guardian_1454,03368691745,Paid,No,Average
1455,Student_1455,Male,2011-07-17,8,B,2023-02-15,Roll_1455,Guardian_1455,03283969494,Unpaid,No,Average
1456,Student_1456,Male,2018-09-26,8,A,2022-06-15,Roll_1456,Guardian_1456,03361767973,Unpaid,Yes,Average
